"tokenID","name","description","file_name","animation_url","external_url","attributes[Primary Background]","attributes[Secondary Background]","attributes[Skin Tone]","attributes[Archetype Base]","attributes[Gender]","attributes[Headwear]","attributes[Eyewear]","attributes[Facial Hair]","attributes[Lip Color]","attributes[Earring Set]","attributes[Neckwear]","attributes[Mouth Accessory]","attributes[Primary Clothing]","attributes[Secondary Clothing]","attributes[Primary Watch]","attributes[Secondary Watch]","attributes[Hand Interaction]","attributes[Mental Activity]","attributes[Tier]"
"1220","Luxury Punks #1220","A high-end collection of luxury cybernetic punks with metallic assets.","images/1220.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1220.html","https://amormesbahi.github.io/luxury-punks-anim/html/1220.html","Violet Static","Violet Matrix","Fair Light","Alien Profile","male","Holographic Curls (Animated)","Neon Skull Goggles (Animated)","Chinstrap","None","None","Holographic Obsidian Scarf","None","Brick Domino Rust","Techwear Jacket","None","Royal Octagon","None","Static Punk","Common"
"1221","Luxury Punks #1221","A high-end collection of luxury cybernetic punks with metallic assets.","images/1221.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1221.html","https://amormesbahi.github.io/luxury-punks-anim/html/1221.html","Magenta Matrix","Orange Grid","Alien Indigo","Male Profile","male","Cyber Pompadour","None","Full Bushy Beard","None","Neon Ring","Ancient Jade Disc","None","Brick Domino Neon Pink","Diamond Armor","None","Retro Digital Steel","None","Static Punk","Rare"
"1222","Luxury Punks #1222","A high-end collection of luxury cybernetic punks with metallic assets.","images/1222.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1222.html","https://amormesbahi.github.io/luxury-punks-anim/html/1222.html","Amber Scanline","Sky Orbit","Natural Beige","Heavy Ape Profile","male","Top Knot Samurai","Standard Eye","Clean Shaven","None","Emerald Stud","Pulsing Ruby Coin","None","Graphic Tee","Silver Armor","Oyster Professional","Random Custom Watch","Thumb Up","Active Smoker & Blinking","Common"
"1223","Luxury Punks #1223","A high-end collection of luxury cybernetic punks with metallic assets.","images/1223.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1223.html","https://amormesbahi.github.io/luxury-punks-anim/html/1223.html","Violet Particles","Cyan Orbit","Deep Mocha","Alien Female Profile","female","Neon Curly Short (Animated)","None","None","Neon Cyan Lips","Diamond Chandelier","Rose Gold Rope","None","Neon Top","Cyber Poncho","None","Random Custom Watch","None","Static Punk","Common"
"1224","Luxury Punks #1224","A high-end collection of luxury cybernetic punks with metallic assets.","images/1224.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1224.html","https://amormesbahi.github.io/luxury-punks-anim/html/1224.html","Rose Glitch","Amber Scanline","Fair Light","Male Profile","male","Blond Afro","None","Shadow Beard","None","Ruby Tear","Black Choker","Titanium Mesh Cover","Knight Armor","Trench Coat","Oyster Professional","Cyber Holograph","Thumb Up","Pulsing Iris (Hypnotic)","Common"
"1225","Luxury Punks #1225","A high-end collection of luxury cybernetic punks with metallic assets.","images/1225.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1225.html","https://amormesbahi.github.io/luxury-punks-anim/html/1225.html","Magenta Scanline","Violet Glitch","Natural Beige","Male Profile","male","Cyber Beanie","Standard Eye","Full Bushy Beard","None","Gold Hoop","Pulsing Onyx Cord","None","Tuxedo","White Tuxedo","None","Luxury Gold Watch","None","Static Punk","Common"
"1226","Luxury Punks #1226","A high-end collection of luxury cybernetic punks with metallic assets.","images/1226.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1226.html","https://amormesbahi.github.io/luxury-punks-anim/html/1226.html","Slate Static","Rose Scanline","Natural Beige","Male Profile","male","None","Standard Eye","Chinstrap","None","None","Shemagh Wrap","None","Holographic Jacket","Plaid Shirt","None","Luxury Gold Watch","None","Active Smoker & Blinking","Common"
"1227","Luxury Punks #1227","A high-end collection of luxury cybernetic punks with metallic assets.","images/1227.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1227.html","https://amormesbahi.github.io/luxury-punks-anim/html/1227.html","Amber Matrix","Magenta Particles","Natural Beige","Male Profile","male","Holographic Circles","None","Chinstrap","None","Diamond Stud","Neon Silver Choker","Pearl Round Guard","Samurai Armor","Neon Hoodie","None","Retro Digital Steel","None","Static Punk","Rare"
"1228","Luxury Punks #1228","A high-end collection of luxury cybernetic punks with metallic assets.","images/1228.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1228.html","https://amormesbahi.github.io/luxury-punks-anim/html/1228.html","Rose Orbit","Amber Circuit","Fair Light","Sharp Angular Female","female","Metallic Blooming Flowers","None","None","Ruby Red Lips","Diamond Stud","Chrome Tech Choker","None","Wavy Ships Arctic","Neon Dress","None","Retro Digital Steel","None","Suspicious Squint","Common"
"1229","Luxury Punks #1229","A high-end collection of luxury cybernetic punks with metallic assets.","images/1229.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1229.html","https://amormesbahi.github.io/luxury-punks-anim/html/1229.html","Violet Wave","Magenta Glitch","LEGENDARY: Neon Plasma","Male Profile","male","Commanders Beret","Diamond Encrusted Aviators","Chinstrap","None","Neon Ring","Spiked Leather Choker","Shifting Color Shell (Animated)","Holographic Jacket","Leather Muscle Chrome","None","Retro Digital Steel","None","Active Smoker & Blinking","Common"
"1230","Luxury Punks #1230","A high-end collection of luxury cybernetic punks with metallic assets.","images/1230.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1230.html","https://amormesbahi.github.io/luxury-punks-anim/html/1230.html","Orange Circuit","Cyan Glitch","Vampire White","Soft Female Profile","female","Digital Glitch Hair (Animated)","None","None","Ruby Red Lips","None","Pulsing Cyber Croissant","None","Nerdy Leather Crimson","Bronze Kimono","Random Custom Watch","Luxury Gold Watch","Thumb Up","Pulsing Iris (Hypnotic)","Rare"
"1231","Luxury Punks #1231","A high-end collection of luxury cybernetic punks with metallic assets.","images/1231.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1231.html","https://amormesbahi.github.io/luxury-punks-anim/html/1231.html","Magenta Pulse","Sky Particles","Fair Light","Soft Female Profile","female","Cyber Braid","None","None","Dark Purple Lips","None","Spiked Leather Choker","Chrome Spike Mask","Nerdy Leather Punk","Raincoat","None","Luxury Gold Watch","None","Static Punk","Common"
"1232","Luxury Punks #1232","A high-end collection of luxury cybernetic punks with metallic assets.","images/1232.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1232.html","https://amormesbahi.github.io/luxury-punks-anim/html/1232.html","Violet Grid","Indigo Particles","Fair Light","Male Profile","male","LEGENDARY: Neon Serpentine Waves","None","Clean Shaven","None","None","Floating Onyx Chain","Hyper-Drive Shield (Animated)","None","Carbon Fiber Vest","None","Oyster Professional","None","Active Smoker & Blinking","Common"
"1233","Luxury Punks #1233","A high-end collection of luxury cybernetic punks with metallic assets.","images/1233.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1233.html","https://amormesbahi.github.io/luxury-punks-anim/html/1233.html","Slate Matrix","Amber Scanline","Rich Brown","Sharp Angular Female","female","Crystal Live Spikes","Onyx Round Frames","None","Ruby Red Lips","Gold Hoop","Plasma Cyber Disc","None","Silk Kimono","Mecha Armor","Random Custom Watch","Luxury Gold Watch","Pointing Hand","Suspicious Squint","Rare"
"1234","Luxury Punks #1234","A high-end collection of luxury cybernetic punks with metallic assets.","images/1234.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1234.html","https://amormesbahi.github.io/luxury-punks-anim/html/1234.html","Cyan Particles","Rose Static","Rich Brown","Heavy Ape Profile","male","None","Sapphire Shield Visor","Shadow Beard","None","Onyx Spike","Glitch Carbon Blade","Gold Filigree Breather","Shadow Cloak","Space Suit","None","Luxury Gold Watch","None","Pulsing Iris (Hypnotic)","Common"
"1235","Luxury Punks #1235","A high-end collection of luxury cybernetic punks with metallic assets.","images/1235.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1235.html","https://amormesbahi.github.io/luxury-punks-anim/html/1235.html","Rose Orbit","Rose Static","Natural Beige","Sharp Angular Female","female","Chromatic Circles","Standard Eye","None","None","Emerald Stud","Glitch Crystal Collar","None","Velvet Gown","Spiked Jacket","Oyster Professional","Retro Digital Steel","Peace Sign","Static Punk","Common"
"1236","Luxury Punks #1236","A high-end collection of luxury cybernetic punks with metallic assets.","images/1236.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1236.html","https://amormesbahi.github.io/luxury-punks-anim/html/1236.html","Rose Circuit","Lime Particles","Natural Beige","Male Profile","male","Digital Glitch Hair (Animated)","None","Shadow Beard","None","None","Holographic Ruby Rope","None","Glass Fiber Toxic","Puffer Jacket","None","Oyster Professional","None","Static Punk","Common"
"1237","Luxury Punks #1237","A high-end collection of luxury cybernetic punks with metallic assets.","images/1237.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1237.html","https://amormesbahi.github.io/luxury-punks-anim/html/1237.html","Cyan Static","Sky Scanline","Pale Steel","Sharp Angular Female","female","None","None","None","Dark Purple Lips","Diamond Stud","Diamond Tennis Chain","None","Obsidian Corset","Cybernetic Suit","None","Luxury Gold Watch","None","Pulsing Iris (Hypnotic)","Common"
"1238","Luxury Punks #1238","A high-end collection of luxury cybernetic punks with metallic assets.","images/1238.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1238.html","https://amormesbahi.github.io/luxury-punks-anim/html/1238.html","Sky Orbit","Sky Grid","Natural Beige","Alien Female Profile","female","Cyber Braid","None","None","Ruby Red Lips","None","Pearl Necklace","Floating Pixel Mask (Animated)","Techwear Dress","Blossom Lily Sunset","None","Luxury Gold Watch","None","Rapid Eye Twitch","Common"
"1239","Luxury Punks #1239","A high-end collection of luxury cybernetic punks with metallic assets.","images/1239.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1239.html","https://amormesbahi.github.io/luxury-punks-anim/html/1239.html","Violet Matrix","Indigo Glitch","Warm Olive","Alien Female Profile","female","Diamond Halo","Rainbow Prism Shades (Animated)","None","Ruby Red Lips","Ruby Tear","Plasma Chrome Blade","None","Velvet Top","Raincoat","None","Retro Digital Steel","None","Scanning Cyber Laser","Rare"
"1240","Luxury Punks #1240","A high-end collection of luxury cybernetic punks with metallic assets.","images/1240.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1240.html","https://amormesbahi.github.io/luxury-punks-anim/html/1240.html","Magenta Grid","Orange Scanline","Fair Light","Sharp Angular Female","female","Galactic Curls","None","None","Neon Cyan Lips","None","Floating Chrome Chain","None","Flannel Shirt","Nerdy Leather Glitch","None","Retro Digital Steel","None","Active Smoker & Blinking","Common"
"1241","Luxury Punks #1241","A high-end collection of luxury cybernetic punks with metallic assets.","images/1241.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1241.html","https://amormesbahi.github.io/luxury-punks-anim/html/1241.html","Violet Particles","Amber Wave","Toxic Sludge","Heavy Ape Profile","male","Cyber Beanie","Standard Eye","Chinstrap","None","None","Glitch Chrome Scarf","None","Glass Fiber Prototype","Crimson Jacket","None","Royal Octagon","None","Pulsing Iris (Hypnotic)","Rare"
"1242","Luxury Punks #1242","A high-end collection of luxury cybernetic punks with metallic assets.","images/1242.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1242.html","https://amormesbahi.github.io/luxury-punks-anim/html/1242.html","Orange Orbit","Lime Wave","Rich Brown","Male Profile","male","None","Sapphire Shield Visor","Clean Shaven","None","Onyx Spike","Holographic Obsidian Pendant","Magenta Pulse Filter","Neon Tank Top","Shadow Cloak","None","Random Custom Watch","None","Static Punk","Common"
"1243","Luxury Punks #1243","A high-end collection of luxury cybernetic punks with metallic assets.","images/1243.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1243.html","https://amormesbahi.github.io/luxury-punks-anim/html/1243.html","Magenta Circuit","Indigo Matrix","Natural Beige","Sharp Angular Female","female","None","Neon Glow Aviators (Animated)","None","Dark Purple Lips","Gold Hoop","Triple Stack Gold","None","Winter Coat","Cyber Poncho","None","Cyber Holograph","None","Active Smoker & Blinking","Common"
"1244","Luxury Punks #1244","A high-end collection of luxury cybernetic punks with metallic assets.","images/1244.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1244.html","https://amormesbahi.github.io/luxury-punks-anim/html/1244.html","Rose Particles","Violet Grid","Fair Light","Soft Female Profile","female","Big Volume Afro","Ruby Studded Wayfarers","None","Dark Purple Lips","None","Floating Ruby Pendant","Ruby X-Rayon Filter","Pinstripe Blazer","Techwear Dress","Random Custom Watch","Luxury Gold Watch","Peace Sign","Pulsing Iris (Hypnotic)","Common"
"1245","Luxury Punks #1245","A high-end collection of luxury cybernetic punks with metallic assets.","images/1245.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1245.html","https://amormesbahi.github.io/luxury-punks-anim/html/1245.html","Amber Glitch","Lime Grid","Rich Brown","Male Profile","male","Gold Snapback","Luxury LED Cat-Eye (Animated)","Chinstrap","None","None","Pulsing Cyber Rope","Neon Cyan Roundie","Leather Muscle Desert","Brick Domino Toxic","None","Oyster Professional","None","Static Punk","Common"
"1246","Luxury Punks #1246","A high-end collection of luxury cybernetic punks with metallic assets.","images/1246.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1246.html","https://amormesbahi.github.io/luxury-punks-anim/html/1246.html","Violet Particles","Violet Wave","Rich Brown","Alien Female Profile","female","Neon Curly Short (Animated)","None","None","Diamond Studded Lips","Neon Ring","Silver Razor Blade","Radiant Sun Breather (Animated)","Nerdy Leather Glitch","Flannel Shirt","Retro Digital Steel","Luxury Gold Watch","Thumb Up","Suspicious Squint","Common"
"1247","Luxury Punks #1247","A high-end collection of luxury cybernetic punks with metallic assets.","images/1247.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1247.html","https://amormesbahi.github.io/luxury-punks-anim/html/1247.html","Violet Wave","Magenta Circuit","Deep Mocha","Male Profile","male","None","Neon Glow Aviators (Animated)","Clean Shaven","None","None","Rose Gold Rope","None","Gold Chainmail","Leather Muscle Sky","None","Royal Octagon","None","Scanning Cyber Laser","Rare"
"1248","Luxury Punks #1248","A high-end collection of luxury cybernetic punks with metallic assets.","images/1248.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1248.html","https://amormesbahi.github.io/luxury-punks-anim/html/1248.html","Magenta Circuit","Violet Particles","Zombie PVD","Heavy Ape Profile","male","Blond Afro","Floating Star Monocle (Animated)","Shadow Beard","None","Emerald Stud","Cyber Scarf","None","Bio-Suit","Leather Jacket","None","Retro Digital Steel","None","Rapid Eye Twitch","Rare"
"1249","Luxury Punks #1249","A high-end collection of luxury cybernetic punks with metallic assets.","images/1249.svg","https://amormesbahi.github.io/luxury-punks-anim/html/1249.html","https://amormesbahi.github.io/luxury-punks-anim/html/1249.html","Magenta Pulse","Indigo Wave","Fair Light","Heavy Ape Profile","male","Bleached Blond Spikes","Ruby Studded Wayfarers","Shadow Beard","None","Gold Hoop","Animated Silver Blade","None","Flannel Jacket","Brick Domino Slate","None","Retro Digital Steel","None","Suspicious Squint","Common"
